figure_type,figure_no,title_name,variable,variable_rename,flip_sign,regions,models,years,scenarios,type,x,y,facet1,facet2,color,page_filter,scales
timeseriesplot,7,Negative Emissions,Carbon Sequestration|Direct Air Capture|Net,DAC,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,8,Non-CO2 Emissions,Emissions|CH4,CH4,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,8,Non-CO2 Emissions,Emissions|N2O,N2O,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,8,Non-CO2 Emissions,Emissions|F-Gases,F-Gases,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,9,Primary Energy Fossil,Primary Energy|Coal,Coal,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,9,Primary Energy Fossil,Primary Energy|Gas,Gas,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,9,Primary Energy Fossil,Primary Energy|Oil,Oil,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,10,Primary Energy Non-Fossil,Primary Energy|Hydro,Hydro,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,10,Primary Energy Non-Fossil,Primary Energy|Biomass,Biomass,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,10,Primary Energy Non-Fossil,Primary Energy|Nuclear,Nuclear,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,10,Primary Energy Non-Fossil,Primary Energy|Wind,Wind,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,10,Primary Energy Non-Fossil,Primary Energy|Geothermal,Geothermal,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,10,Primary Energy Non-Fossil,Primary Energy|Ocean,Ocean,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,10,Primary Energy Non-Fossil,Primary Energy|Other,Other,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,10,Primary Energy Non-Fossil,Primary Energy|Solar,Solar,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,11,Secondary Energy,Secondary Energy|Biogas,Biogas,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,11,Secondary Energy,Secondary Energy|Biomass Liquids,Biomass Liquids,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,11,Secondary Energy,Secondary Energy|Electricity,Electricity,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,11,Secondary Energy,Secondary Energy|Hydrogen,Hydrogen,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,11,Secondary Energy,Secondary Energy|Petroleum Refining,Refining,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,11,Secondary Energy,Secondary Energy|Synthetic Gas,Synthetic Gas,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,11,Secondary Energy,Secondary Energy|Synthetic Liquids,Synthetic Liquids,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,14,Welfare,Welfare,Welfare,0,usa,model_wm,fives_proj,wm,grid,year,value,scenario,model,scenario,region,free_y
timeseriesplot,15,Final Energy,Final Energy,Energy Consumption,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,16,Final Energy by Fuel,Final Energy|Coal,Coal,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,16,Final Energy by Fuel,Final Energy|Gas,Gas,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,16,Final Energy by Fuel,Final Energy|Oil,Oil,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,17,Final Energy by Sector,Final Energy|Buildings,Buildings,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,17,Final Energy by Sector,Final Energy|Industry,Industry,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
timeseriesplot,17,Final Energy by Sector,Final Energy|Transportation,Transportation,0,usa,model_wm,fives_proj,wm,grid,year,value,variable_rename,scenario,model,region,free_y
