"","Model","Scenario","Region","Variable","Unit","year","value"
"32","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2010,184.2876591
"33","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2015,184.4686693
"34","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2020,195.0651769
"35","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2025,220.0157092
"36","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2030,247.9669016
"37","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2035,277.6304945
"38","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2040,305.9386759
"39","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2045,314.3379298
"40","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Feed","million t DM/yr",2050,325.1750089
"41","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Food","million t DM/yr",2005,278.900362
"42","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Food","million t DM/yr",2010,283.7466666
"43","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Food","million t DM/yr",2015,299.6669785
"44","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Food","million t DM/yr",2020,312.9144129
"45","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Food","million t DM/yr",2025,321.7539418
"46","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Food","million t DM/yr",2030,333.1034602
"47","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Food","million t DM/yr",2035,343.3862105
"48","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Food","million t DM/yr",2040,352.2450597
"49","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Food","million t DM/yr",2045,359.9458373
"50","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Food","million t DM/yr",2050,366.8937094
"51","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Other","million t DM/yr",2005,133.6879201
"52","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Other","million t DM/yr",2010,80.994492
"53","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Other","million t DM/yr",2015,78.107741
"54","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Other","million t DM/yr",2020,80.488389
"55","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Other","million t DM/yr",2025,82.021341
"56","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Other","million t DM/yr",2030,84.069092
"57","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Other","million t DM/yr",2035,85.992669
"58","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Other","million t DM/yr",2040,87.612677
"59","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Other","million t DM/yr",2045,89.016797
"60","GCAM 7.0","WM_072524","USA","Agricultural Demand|Crops|Other","million t DM/yr",2050,90.322466
"61","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock","million t DM/yr",2005,16.8898142
"62","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock","million t DM/yr",2010,36.0817741
"63","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock","million t DM/yr",2015,52.0541
"64","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock","million t DM/yr",2020,53.7738
"65","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock","million t DM/yr",2025,54.89184
"66","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock","million t DM/yr",2030,56.36984
"67","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock","million t DM/yr",2035,57.74588
"68","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock","million t DM/yr",2040,58.9111
"69","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock","million t DM/yr",2045,59.92186
"70","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock","million t DM/yr",2050,60.85491
"71","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2005,6.97731
"72","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2010,6.99253
"73","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2015,7.81354
"74","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2020,8.18478
"75","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2025,8.43459
"76","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2030,8.75267
"77","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2035,9.03916
"78","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2040,9.28683
"79","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2045,9.5023
"80","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Food","million t DM/yr",2050,9.69583
"81","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2005,9.9125042
"82","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2010,29.0892441
"83","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2015,44.24056
"84","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2020,45.58902
"85","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2025,46.45725
"86","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2030,47.61717
"87","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2035,48.70672
"88","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2040,49.62427
"89","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2045,50.41956
"90","GCAM 7.0","WM_072524","USA","Agricultural Demand|Livestock|Other","million t DM/yr",2050,51.15908
"91","GCAM 7.0","WM_072524","USA","Agricultural Production","million t DM/yr",2005,1029.0109308
"92","GCAM 7.0","WM_072524","USA","Agricultural Production","million t DM/yr",2010,1033.0461979
"93","GCAM 7.0","WM_072524","USA","Agricultural Production","million t DM/yr",2015,1111.2396922
"94","GCAM 7.0","WM_072524","USA","Agricultural Production","million t DM/yr",2020,1195.18417925708
"95","GCAM 7.0","WM_072524","USA","Agricultural Production","million t DM/yr",2025,1410.70677553228
"96","GCAM 7.0","WM_072524","USA","Agricultural Production","million t DM/yr",2030,1540.61671728911
"97","GCAM 7.0","WM_072524","USA","Agricultural Production","million t DM/yr",2035,1657.47399116562
"98","GCAM 7.0","WM_072524","USA","Agricultural Production","million t DM/yr",2040,1773.12486973378
"99","GCAM 7.0","WM_072524","USA","Agricultural Production","million t DM/yr",2045,1905.32720555621
"100","GCAM 7.0","WM_072524","USA","Agricultural Production","million t DM/yr",2050,2053.67855016165
"101","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity","GW/yr",2020,127.12
"102","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity","GW/yr",2025,127.67
"103","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity","GW/yr",2030,121.21
"104","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity","GW/yr",2035,107.98
"105","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity","GW/yr",2040,104
"106","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity","GW/yr",2045,133.61
"107","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity","GW/yr",2050,160.72
"108","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass","GW/yr",2020,0.53
"109","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass","GW/yr",2025,0.19
"110","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass","GW/yr",2030,0.35
"111","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass","GW/yr",2035,0.82
"112","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass","GW/yr",2040,0.56
"113","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass","GW/yr",2045,0.66
"114","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass","GW/yr",2050,0.95
"115","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass|w/ CCS","GW/yr",2025,0
"116","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass|w/ CCS","GW/yr",2030,0.03
"117","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass|w/ CCS","GW/yr",2035,0.05
"118","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass|w/ CCS","GW/yr",2040,0.06
"119","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass|w/ CCS","GW/yr",2045,0.03
"120","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass|w/ CCS","GW/yr",2050,0.04
"121","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass|w/o CCS","GW/yr",2020,0.53
"122","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass|w/o CCS","GW/yr",2025,0.19
"123","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass|w/o CCS","GW/yr",2030,0.32
"124","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass|w/o CCS","GW/yr",2035,0.77
"125","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass|w/o CCS","GW/yr",2040,0.51
"126","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass|w/o CCS","GW/yr",2045,0.63
"127","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Biomass|w/o CCS","GW/yr",2050,0.91
"128","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal","GW/yr",2020,20.69
"129","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal","GW/yr",2025,15.78
"130","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal","GW/yr",2030,14.01
"131","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal","GW/yr",2035,17.76
"132","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal","GW/yr",2040,17.6
"133","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal","GW/yr",2045,18.74
"134","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal","GW/yr",2050,21.79
"135","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal|w/ CCS","GW/yr",2025,0.38
"136","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal|w/ CCS","GW/yr",2030,2.86
"137","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal|w/ CCS","GW/yr",2035,8.29
"138","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal|w/ CCS","GW/yr",2040,10.04
"139","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal|w/ CCS","GW/yr",2045,11.7
"140","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal|w/ CCS","GW/yr",2050,14.87
"141","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2020,20.69
"142","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2025,15.4
"143","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2030,11.14
"144","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2035,9.47
"145","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2040,7.56
"146","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2045,7.05
"147","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2050,6.92
"148","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas","GW/yr",2020,44.7
"149","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas","GW/yr",2025,38.75
"150","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas","GW/yr",2030,34.08
"151","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas","GW/yr",2035,32.32
"152","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas","GW/yr",2040,30.54
"153","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas","GW/yr",2045,29.38
"154","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas","GW/yr",2050,28.8
"155","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC","GW/yr",2020,33.06
"156","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC","GW/yr",2025,30.44
"157","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC","GW/yr",2030,24.94
"158","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC","GW/yr",2035,23.21
"159","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC","GW/yr",2040,23.32
"160","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC","GW/yr",2045,23.2
"161","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC","GW/yr",2050,22.98
"162","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC|w/ CCS","GW/yr",2025,0.04
"163","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC|w/ CCS","GW/yr",2030,0.53
"164","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC|w/ CCS","GW/yr",2035,3
"165","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC|w/ CCS","GW/yr",2040,3.46
"166","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC|w/ CCS","GW/yr",2045,3.83
"167","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC|w/ CCS","GW/yr",2050,4.68
"168","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC|w/o CCS","GW/yr",2020,33.06
"169","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC|w/o CCS","GW/yr",2025,30.4
"170","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC|w/o CCS","GW/yr",2030,24.42
"171","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC|w/o CCS","GW/yr",2035,20.2
"172","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC|w/o CCS","GW/yr",2040,19.86
"173","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC|w/o CCS","GW/yr",2045,19.37
"174","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|CC|w/o CCS","GW/yr",2050,18.3
"175","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|ST","GW/yr",2020,11.64
"176","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|ST","GW/yr",2025,8.31
"177","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|ST","GW/yr",2030,9.14
"178","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|ST","GW/yr",2035,9.11
"179","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|ST","GW/yr",2040,7.22
"180","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|ST","GW/yr",2045,6.18
"181","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|ST","GW/yr",2050,5.82
"182","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|ST|w/o CCS","GW/yr",2020,11.64
"183","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|ST|w/o CCS","GW/yr",2025,8.31
"184","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|ST|w/o CCS","GW/yr",2030,9.14
"185","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|ST|w/o CCS","GW/yr",2035,9.11
"186","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|ST|w/o CCS","GW/yr",2040,7.22
"187","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|ST|w/o CCS","GW/yr",2045,6.18
"188","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|ST|w/o CCS","GW/yr",2050,5.82
"189","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|w/ CCS","GW/yr",2025,0.04
"190","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|w/ CCS","GW/yr",2030,0.53
"191","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|w/ CCS","GW/yr",2035,3
"192","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|w/ CCS","GW/yr",2040,3.46
"193","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|w/ CCS","GW/yr",2045,3.83
"194","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|w/ CCS","GW/yr",2050,4.68
"195","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2020,44.7
"196","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2025,38.7
"197","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2030,33.56
"198","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2035,29.31
"199","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2040,27.08
"200","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2045,25.55
"201","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2050,24.12
"202","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Geothermal","GW/yr",2020,0.82
"203","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Geothermal","GW/yr",2025,1.06
"204","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Geothermal","GW/yr",2030,1.3
"205","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Geothermal","GW/yr",2035,1.42
"206","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Geothermal","GW/yr",2040,1.49
"207","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Geothermal","GW/yr",2045,1.23
"208","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Geothermal","GW/yr",2050,1.14
"209","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Nuclear","GW/yr",2020,19.46
"210","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Nuclear","GW/yr",2025,19.51
"211","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Nuclear","GW/yr",2030,20.28
"212","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Nuclear","GW/yr",2035,20.11
"213","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Nuclear","GW/yr",2040,19.27
"214","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Nuclear","GW/yr",2045,20.59
"215","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Nuclear","GW/yr",2050,22.95
"216","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Oil","GW/yr",2020,0.03
"217","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Oil","GW/yr",2025,0.01
"218","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Oil","GW/yr",2030,0.03
"219","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Oil","GW/yr",2035,0.07
"220","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Oil","GW/yr",2040,0.08
"221","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Oil","GW/yr",2045,0.07
"222","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Oil","GW/yr",2050,0.07
"223","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Oil|w/o CCS","GW/yr",2020,0.03
"224","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Oil|w/o CCS","GW/yr",2025,0.01
"225","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Oil|w/o CCS","GW/yr",2030,0.03
"226","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Oil|w/o CCS","GW/yr",2035,0.07
"227","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Oil|w/o CCS","GW/yr",2040,0.08
"228","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Oil|w/o CCS","GW/yr",2045,0.07
"229","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Oil|w/o CCS","GW/yr",2050,0.07
"230","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar","GW/yr",2020,24
"231","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar","GW/yr",2025,21.15
"232","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar","GW/yr",2030,27.64
"233","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar","GW/yr",2035,23.78
"234","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar","GW/yr",2040,27.39
"235","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar","GW/yr",2045,42
"236","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar","GW/yr",2050,57.35
"237","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar|CSP","GW/yr",2020,0.33
"238","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar|CSP","GW/yr",2025,0.34
"239","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar|CSP","GW/yr",2030,0.38
"240","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar|CSP","GW/yr",2035,0.44
"241","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar|CSP","GW/yr",2040,0.52
"242","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar|CSP","GW/yr",2045,0.53
"243","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar|CSP","GW/yr",2050,1.08
"244","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar|PV","GW/yr",2020,23.67
"245","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar|PV","GW/yr",2025,20.81
"246","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar|PV","GW/yr",2030,27.25
"247","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar|PV","GW/yr",2035,23.34
"248","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar|PV","GW/yr",2040,26.88
"249","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar|PV","GW/yr",2045,41.47
"250","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Solar|PV","GW/yr",2050,56.27
"251","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Wind","GW/yr",2020,16.88
"252","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Wind","GW/yr",2025,31.21
"253","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Wind","GW/yr",2030,23.53
"254","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Wind","GW/yr",2035,11.69
"255","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Wind","GW/yr",2040,7.06
"256","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Wind","GW/yr",2045,20.95
"257","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Wind","GW/yr",2050,27.66
"258","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Wind|Offshore","GW/yr",2025,0.15
"259","GCAM 7.0","WM_072524","USA","Capacity Additions|Electricity|Wind|Offshore","GW/yr",2030,0.31
